t,f,v1,v2,v3,v4,v5
3425,1.10E-06,1.400763015,1.362053257,0.038327769,0.000380147,1.84E-06
3430,1.44E-06,1.400706876,1.361989411,0.038335709,0.000380104,1.65E-06
3435,1.13E-06,1.400853809,1.362156855,0.038314913,0.000380216,1.83E-06
3440,7.97E-07,1.401069605,1.362402557,0.038284569,0.00038038,2.10E-06
3445,5.15E-07,1.401363482,1.362736749,0.038243623,0.000380604,2.51E-06
3450,4.30E-07,1.401614663,1.363022225,0.038208945,0.000380796,2.70E-06
3455,1.32E-06,1.401189222,1.362539261,0.038267774,0.000380471,1.72E-06
3460,1.11E-06,1.401275743,1.362637639,0.038255727,0.000380537,1.84E-06
3465,4.02E-07,1.401720691,1.363142641,0.0381944,0.000380877,2.77E-06
3470,1.37E-06,1.401402588,1.362782175,0.038238086,0.000380634,1.69E-06
3475,8.49E-07,1.401609923,1.363017567,0.038209508,0.000380792,2.06E-06
3480,1.16E-06,1.401599524,1.363006018,0.038210906,0.000380785,1.81E-06
3485,1.35E-06,1.401615802,1.363024647,0.038208652,0.000380797,1.71E-06
3490,5.42E-07,1.401999811,1.363459946,0.038156307,0.000381092,2.47E-06
3495,1.36E-06,1.401801128,1.363235233,0.038183249,0.000380939,1.71E-06
3500,1.12E-06,1.401916373,1.363365946,0.038167556,0.000381028,1.84E-06
3505,1.46E-06,1.40191474,1.363364304,0.038167753,0.000381027,1.66E-06
3510,1.02E-06,1.402102053,1.363576576,0.03814239,0.000381171,1.92E-06
3515,3.13E-07,1.402612969,1.364154173,0.038074147,0.000381565,3.08E-06
3520,9.78E-07,1.402379861,1.363891477,0.038105045,0.000381385,1.95E-06
3525,1.03E-06,1.402380062,1.363891752,0.038105013,0.000381386,1.91E-06
3530,5.11E-07,1.402714949,1.364270191,0.038060575,0.000381645,2.54E-06
3535,1.46E-06,1.402426815,1.363944999,0.038098731,0.000381422,1.66E-06
3540,1.64E-06,1.402444576,1.363965199,0.03809635,0.000381436,1.59E-06
3545,8.05E-07,1.402738993,1.364297869,0.038057343,0.000381664,2.12E-06
3550,1.37E-06,1.402673741,1.364224501,0.038065914,0.000381613,1.71E-06
3555,1.35E-06,1.402742913,1.364302754,0.038056773,0.000381667,1.72E-06
3560,8.04E-07,1.402995733,1.364588136,0.038023613,0.000381863,2.12E-06
3565,1.48E-06,1.402891039,1.364470326,0.038037269,0.000381782,1.66E-06
3570,5.63E-07,1.403273339,1.364901263,0.037987544,0.00038208,2.45E-06
3575,9.40E-07,1.403242387,1.364866841,0.037991493,0.000382056,2.00E-06
3580,1.18E-06,1.403212888,1.364833738,0.037995294,0.000382033,1.82E-06
3585,5.29E-07,1.403567529,1.36523301,0.037949689,0.00038231,2.52E-06
3590,8.56E-07,1.40353795,1.365200164,0.037953421,0.000382287,2.08E-06
3595,1.13E-06,1.40347896,1.3651339,0.03796096,0.000382241,1.86E-06
3600,1.01E-06,1.403580076,1.365247799,0.03794801,0.00038232,1.95E-06
3605,1.64E-06,1.403500568,1.365158555,0.037958153,0.000382258,1.60E-06
3610,8.54E-07,1.403770033,1.365461666,0.037923814,0.000382469,2.08E-06
3615,1.36E-06,1.403722743,1.365408801,0.037929781,0.000382433,1.73E-06
3620,1.32E-06,1.40380059,1.365496451,0.037919893,0.000382494,1.75E-06
3625,1.10E-06,1.403938812,1.365651905,0.037902419,0.000382602,1.88E-06
3630,8.85E-07,1.404106013,1.365839814,0.037881406,0.000382734,2.06E-06
3635,1.25E-06,1.404076725,1.36580717,0.037885048,0.000382711,1.80E-06
3640,9.00E-07,1.404255857,1.366008291,0.037862667,0.000382853,2.05E-06
3645,7.20E-07,1.404445352,1.36622096,0.037839149,0.000383002,2.24E-06
3650,8.49E-07,1.404486685,1.366267532,0.037834019,0.000383035,2.10E-06
3655,1.62E-06,1.404316006,1.366076362,0.037855123,0.0003829,1.62E-06
3660,1.03E-06,1.40451434,1.36629876,0.037830583,0.000383057,1.94E-06
3665,1.43E-06,1.404505801,1.366289437,0.037831608,0.000383051,1.71E-06
3670,8.39E-07,1.404750601,1.366563675,0.037801568,0.000383245,2.11E-06
3675,6.66E-07,1.404962278,1.36680074,0.037775803,0.000383413,2.32E-06
3680,4.73E-07,1.405231544,1.367101905,0.037743343,0.000383628,2.67E-06
3685,9.14E-07,1.4050647,1.366915791,0.037763367,0.000383495,2.05E-06
3690,1.17E-06,1.404993667,1.366836435,0.03777194,0.000383439,1.85E-06
3695,8.71E-07,1.405159079,1.367021434,0.037751987,0.00038357,2.09E-06
3700,4.43E-07,1.405520831,1.367425412,0.037708814,0.00038386,2.75E-06
3705,3.14E-07,1.405878508,1.367824506,0.0376667,0.000384147,3.16E-06
3710,1.09E-06,1.405420468,1.367314121,0.037720653,0.00038378,1.91E-06
3715,7.28E-07,1.405576901,1.367488639,0.037702106,0.000383905,2.25E-06
3720,8.13E-07,1.405631082,1.367549295,0.037695684,0.000383949,2.15E-06
3725,5.05E-07,1.405903269,1.367852752,0.037663739,0.000384167,2.61E-06
3730,1.63E-06,1.405530777,1.36743778,0.037707501,0.000383868,1.63E-06
3735,1.58E-06,1.405592085,1.367506279,0.037700237,0.000383918,1.65E-06
3740,1.29E-06,1.405727374,1.367657277,0.037684282,0.000384026,1.79E-06
3745,1.47E-06,1.405774811,1.367710355,0.037678691,0.000384064,1.70E-06
3750,8.43E-07,1.406028891,1.367993461,0.037649031,0.000384269,2.13E-06
3755,1.08E-06,1.406053466,1.368021101,0.03764615,0.000384289,1.93E-06
3760,1.35E-06,1.406048427,1.368015663,0.037646717,0.000384285,1.76E-06
3765,7.89E-07,1.406299564,1.368295168,0.037617718,0.000384488,2.19E-06
3770,1.07E-06,1.406301762,1.3682979,0.037617436,0.00038449,1.94E-06
3775,3.53E-07,1.406766355,1.368813857,0.037564597,0.000384866,3.04E-06
3780,8.62E-07,1.406619626,1.368651645,0.037581113,0.000384747,2.12E-06
3785,1.14E-06,1.406531912,1.36855427,0.03759107,0.000384676,1.90E-06
3790,6.16E-07,1.406813043,1.36886645,0.037559261,0.000384904,2.43E-06
3795,1.55E-06,1.406581339,1.36860953,0.037585416,0.000384716,1.68E-06
3800,1.19E-06,1.406716403,1.368759602,0.037570111,0.000384826,1.86E-06
3805,1.08E-06,1.406836272,1.368892821,0.037556589,0.000384923,1.94E-06
3810,9.62E-07,1.406964503,1.369035243,0.037542198,0.000385028,2.03E-06
3815,1.46E-06,1.406908015,1.368972813,0.037548497,0.000384982,1.72E-06
3820,7.27E-07,1.407201229,1.369297893,0.037515835,0.000385221,2.28E-06
3825,9.25E-07,1.407244275,1.369345907,0.037511041,0.000385256,2.07E-06
3830,1.22E-06,1.407211936,1.369310252,0.037514601,0.00038523,1.85E-06
3835,1.24E-06,1.40727101,1.369375835,0.037508057,0.000385278,1.84E-06
3840,1.53E-06,1.40728446,1.369390925,0.037506553,0.000385289,1.69E-06
3845,8.59E-07,1.407539012,1.369672768,0.037478608,0.000385498,2.14E-06
3850,1.16E-06,1.407544613,1.369679248,0.037477969,0.000385502,1.89E-06
3855,1.57E-06,1.407520176,1.369652393,0.03748062,0.000385483,1.68E-06
3860,1.04E-06,1.407716268,1.369869366,0.037459273,0.000385643,1.99E-06
3865,1.59E-06,1.407676157,1.369825276,0.037463598,0.000385611,1.67E-06
3870,8.75E-07,1.407929976,1.370105843,0.037436186,0.000385819,2.13E-06
3875,1.56E-06,1.407844666,1.370011895,0.037445335,0.000385749,1.69E-06
3880,1.12E-06,1.408012001,1.370196832,0.037427352,0.000385887,1.93E-06
3885,7.14E-07,1.408264132,1.370475226,0.037400496,0.000386095,2.32E-06
3890,4.72E-07,1.408563519,1.370805465,0.037368974,0.000386342,2.74E-06
3895,7.88E-07,1.408490395,1.37072529,0.037376593,0.000386282,2.23E-06
3900,6.38E-07,1.408623937,1.370872496,0.03736262,0.000386393,2.43E-06
3905,5.21E-07,1.408813442,1.371081335,0.03734292,0.00038655,2.64E-06
3910,8.59E-07,1.408689491,1.370945135,0.037355751,0.000386448,2.16E-06
3915,5.19E-07,1.408935532,1.371215937,0.037330299,0.000386652,2.64E-06
3920,4.36E-07,1.409163975,1.371467409,0.037306883,0.000386842,2.84E-06
3925,9.81E-07,1.408884604,1.371160452,0.037335494,0.00038661,2.05E-06
3930,6.45E-07,1.409069012,1.371363267,0.037316555,0.000386763,2.43E-06
3935,1.25E-06,1.40889501,1.371172133,0.0373344,0.000386619,1.86E-06
3940,6.39E-07,1.409181775,1.371487454,0.037305026,0.000386857,2.44E-06
3945,1.17E-06,1.409075112,1.371370553,0.037315877,0.000386769,1.91E-06
3950,2.95E-07,1.4095957,1.371941891,0.037263274,0.000387203,3.33E-06
3955,5.00E-07,1.409702257,1.372059701,0.037252562,0.000387293,2.70E-06
3960,1.31E-06,1.409301489,1.371619914,0.037292785,0.000386958,1.83E-06
3965,1.13E-06,1.409377899,1.371703877,0.037285056,0.000387022,1.94E-06
3970,9.19E-07,1.409529364,1.371870295,0.037269806,0.000387149,2.11E-06
3975,1.19E-06,1.409527879,1.371868891,0.037269935,0.000387147,1.91E-06
3980,1.27E-06,1.409574552,1.371920264,0.037265245,0.000387187,1.86E-06
3985,7.50E-07,1.409829694,1.372200143,0.037239853,0.000387401,2.30E-06
3990,1.37E-06,1.409723695,1.372084243,0.037250337,0.000387312,1.80E-06
3995,1.29E-06,1.409803729,1.372172117,0.037242384,0.000387379,1.85E-06
4000,1.48E-06,1.409841671,1.372213898,0.037238612,0.000387411,1.75E-06
4005,8.93E-07,1.410075446,1.372470082,0.037215609,0.000387608,2.15E-06
4010,2.97E-07,1.410575185,1.373016533,0.037167273,0.000388029,3.35E-06
4015,6.53E-07,1.410526665,1.372964391,0.037171842,0.000387989,2.44E-06
4020,9.15E-07,1.410400293,1.372826291,0.037183988,0.000387882,2.13E-06
4025,1.36E-06,1.410285116,1.372700396,0.037195116,0.000387785,1.82E-06
4030,7.33E-07,1.410551186,1.372991366,0.037169477,0.00038801,2.33E-06
4035,3.38E-07,1.410977733,1.373457154,0.03712902,0.000388371,3.19E-06
4040,1.66E-06,1.4104768,1.372910609,0.037176565,0.000387947,1.68E-06
4045,6.58E-07,1.410810866,1.373275483,0.037144714,0.00038823,2.44E-06
4050,6.14E-07,1.411002385,1.373484842,0.037126637,0.000388393,2.51E-06
4055,1.62E-06,1.410710714,1.373166705,0.037154163,0.000388145,1.70E-06
4060,6.54E-07,1.411049763,1.373536696,0.037122183,0.000388433,2.45E-06
4065,7.64E-07,1.411148979,1.373645273,0.037112884,0.000388518,2.30E-06
4070,3.62E-07,1.411533671,1.374064346,0.037077361,0.000388846,3.12E-06
4075,1.09E-06,1.411214283,1.373716939,0.037106768,0.000388574,2.00E-06
4080,9.02E-07,1.411301922,1.373812473,0.037098641,0.000388648,2.16E-06
4085,7.19E-07,1.411472668,1.373998611,0.037082895,0.000388794,2.37E-06
4090,6.45E-07,1.411625408,1.374165099,0.037068908,0.000388925,2.48E-06
4095,1.62E-06,1.411344254,1.373859181,0.037094679,0.000388685,1.71E-06
4100,1.25E-06,1.411475334,1.374002032,0.037082606,0.000388797,1.90E-06
4105,4.28E-07,1.411915981,1.374481287,0.037042597,0.000389174,2.92E-06
4110,4.45E-07,1.412152687,1.374739031,0.037021395,0.000389377,2.88E-06
4115,1.22E-06,1.411790991,1.374346207,0.037053797,0.000389067,1.92E-06
4120,1.26E-06,1.411803445,1.374359807,0.037052667,0.000389078,1.89E-06
4125,1.23E-06,1.411883523,1.374447029,0.037045432,0.000389147,1.92E-06
4130,1.38E-06,1.411927206,1.374494703,0.037041488,0.000389184,1.83E-06
4135,1.15E-06,1.4120586,1.374637622,0.037029711,0.000389297,1.97E-06
4140,1.65E-06,1.412035442,1.374612697,0.03703176,0.000389278,1.71E-06
4145,1.35E-06,1.412162838,1.374751201,0.037020399,0.000389387,1.85E-06
4150,1.57E-06,1.412204025,1.374796131,0.037016728,0.000389423,1.74E-06
4155,1.25E-06,1.412345297,1.374949604,0.037004237,0.000389544,1.91E-06
4160,1.06E-06,1.412485056,1.375101387,0.03699196,0.000389665,2.04E-06
4165,3.93E-07,1.412921893,1.375574628,0.036954172,0.000390042,3.05E-06
4170,1.51E-06,1.412564236,1.375187718,0.036985011,0.000389734,1.77E-06
4175,5.21E-07,1.412955497,1.375611436,0.036951264,0.000390072,2.73E-06
4180,1.62E-06,1.412690233,1.37532462,0.036974042,0.000389843,1.73E-06
4185,5.10E-07,1.413106656,1.375775331,0.03693837,0.000390203,2.75E-06
4190,5.13E-07,1.413324883,1.376011817,0.036919921,0.000390393,2.75E-06
4195,1.58E-06,1.412943789,1.375599797,0.036952183,0.000390063,1.75E-06
4200,4.90E-07,1.413362906,1.376052946,0.036916732,0.000390426,2.80E-06
4205,7.93E-07,1.413375437,1.376067048,0.036915639,0.000390438,2.31E-06
4210,9.05E-07,1.413381033,1.376073238,0.03691516,0.000390443,2.19E-06
4215,5.37E-07,1.413652433,1.376366442,0.036892604,0.000390679,2.71E-06
4220,1.61E-06,1.41332843,1.376016755,0.036919538,0.000390397,1.74E-06
4225,7.51E-07,1.413618472,1.376330069,0.036895386,0.00039065,2.37E-06
4230,9.34E-07,1.413669091,1.376385045,0.036891182,0.000390694,2.17E-06
4235,1.19E-06,1.413652394,1.376367198,0.036892546,0.00039068,1.97E-06
4240,1.23E-06,1.413706634,1.376425899,0.036888064,0.000390727,1.94E-06
4245,1.31E-06,1.413763855,1.376487831,0.036883348,0.000390777,1.90E-06
4250,1.55E-06,1.413791007,1.376517323,0.036881107,0.000390801,1.77E-06
4255,5.49E-07,1.41418872,1.376946022,0.036848853,0.000391149,2.70E-06
4260,1.60E-06,1.413958363,1.376698237,0.036867421,0.000390948,1.76E-06
4265,1.58E-06,1.414019136,1.37676389,0.036862482,0.000391001,1.76E-06
4270,1.15E-06,1.414187989,1.376945981,0.036848856,0.000391149,2.00E-06
4275,5.37E-07,1.41454379,1.377329053,0.036820548,0.000391462,2.73E-06
4280,1.61E-06,1.414273176,1.377038203,0.036841996,0.000391225,1.75E-06
4285,1.26E-06,1.41440134,1.377176284,0.036831779,0.000391337,1.94E-06
4290,5.90E-07,1.414740467,1.377541115,0.036805086,0.000391636,2.63E-06
4295,4.91E-07,1.414991598,1.377811302,0.0367856,0.000391858,2.84E-06
4300,1.22E-06,1.414707617,1.377506439,0.036807604,0.000391607,1.97E-06
4305,6.03E-07,1.41499538,1.377815612,0.036785291,0.000391861,2.61E-06
4310,3.71E-07,1.415346889,1.378193052,0.03675848,0.000392173,3.18E-06
4315,1.03E-06,1.41504103,1.377865281,0.036781736,0.000391902,2.11E-06
4320,1.01E-06,1.415060716,1.377886445,0.036780224,0.00039192,2.13E-06
4325,1.60E-06,1.414973999,1.377793513,0.036786876,0.000391843,1.77E-06
4330,3.23E-07,1.415517757,1.378376442,0.036745623,0.000392325,3.37E-06
4335,1.36E-06,1.415212267,1.378049715,0.036768607,0.000392054,1.89E-06
4340,6.47E-07,1.415506437,1.378365159,0.036746411,0.000392315,2.55E-06
4345,1.60E-06,1.415298296,1.378142338,0.036762055,0.000392131,1.77E-06
4350,9.33E-07,1.415521552,1.378381767,0.036745251,0.000392329,2.20E-06
4355,4.94E-07,1.415864485,1.378749167,0.036719834,0.000392634,2.85E-06
4360,1.36E-06,1.41560393,1.37847056,0.036739068,0.000392403,1.90E-06
4365,1.47E-06,1.415624654,1.378492875,0.036737518,0.000392421,1.84E-06
4370,1.10E-06,1.415787161,1.378667047,0.036725476,0.000392566,2.07E-06
4375,4.00E-07,1.416225735,1.379136123,0.036693545,0.000392957,3.11E-06
4380,1.45E-06,1.415898029,1.378786216,0.036717295,0.000392665,1.85E-06
4385,1.03E-06,1.416050956,1.378949889,0.036706135,0.000392802,2.13E-06
4390,1.14E-06,1.416105526,1.379008471,0.036702162,0.000392851,2.04E-06
4395,1.18E-06,1.416169862,1.379077438,0.0366975,0.000392908,2.02E-06
4400,1.36E-06,1.416201014,1.379110932,0.036695241,0.000392936,1.90E-06
4405,4.29E-07,1.416649022,1.379589262,0.036663387,0.000393337,3.04E-06
4410,1.16E-06,1.416454547,1.379382271,0.036677079,0.000393163,2.03E-06
4415,1.56E-06,1.41640078,1.379324964,0.036680894,0.000393115,1.81E-06
4420,6.27E-07,1.416754297,1.379702284,0.03665597,0.000393433,2.61E-06
4425,1.32E-06,1.416625526,1.379565309,0.036664964,0.000393317,1.94E-06
4430,9.11E-07,1.416805981,1.379757917,0.036652335,0.000393479,2.25E-06
4435,8.80E-07,1.416919234,1.379878905,0.036644464,0.000393582,2.28E-06
4440,1.30E-06,1.416860522,1.379816524,0.036648516,0.000393529,1.95E-06
4445,4.24E-07,1.41729731,1.380281712,0.036618609,0.000393922,3.07E-06
4450,1.32E-06,1.417036426,1.380004446,0.036636349,0.000393688,1.94E-06
4455,4.30E-07,1.417459948,1.380455185,0.036607638,0.00039407,3.05E-06
4460,1.51E-06,1.417143858,1.380119258,0.036628972,0.000393785,1.84E-06
4465,1.18E-06,1.417265929,1.380249331,0.036620667,0.000393895,2.04E-06
4470,1.31E-06,1.417318618,1.380305628,0.03661709,0.000393943,1.96E-06
4475,1.28E-06,1.417400898,1.380393371,0.036611536,0.000394017,1.97E-06
4480,8.77E-07,1.417604884,1.380610481,0.036597901,0.000394202,2.30E-06
4485,3.82E-07,1.418018287,1.381049699,0.036570793,0.000394577,3.22E-06
4490,1.33E-06,1.417674081,1.380684584,0.036593283,0.000394265,1.95E-06
4495,1.45E-06,1.417682108,1.380693207,0.036592747,0.000394272,1.88E-06
4500,1.07E-06,1.417847785,1.380869389,0.036581845,0.000394423,2.13E-06
4505,1.06E-06,1.417944882,1.380972734,0.036575497,0.000394511,2.14E-06
4510,1.66E-06,1.417882687,1.380906908,0.036579536,0.000394455,1.79E-06
4515,9.69E-07,1.418109646,1.38114795,0.036564816,0.000394661,2.22E-06
4520,1.02E-06,1.418199685,1.381243745,0.036559019,0.000394743,2.18E-06
4525,1.43E-06,1.418163372,1.381205431,0.036561334,0.000394711,1.90E-06
4530,1.61E-06,1.418199553,1.381243994,0.036559004,0.000394744,1.81E-06
4535,2.96E-07,1.418767467,1.381845316,0.036523304,0.000395262,3.58E-06
4540,1.33E-06,1.418457749,1.381518236,0.036542575,0.000394979,1.96E-06
4545,9.17E-07,1.418621807,1.381692113,0.036532286,0.000395129,2.28E-06
4550,1.14E-06,1.418636898,1.381708337,0.036531332,0.000395143,2.09E-06
4555,1.17E-06,1.418699094,1.381774371,0.036527454,0.0003952,2.07E-06
4560,1.66E-06,1.418668868,1.381742579,0.036529319,0.000395173,1.80E-06
4565,7.06E-07,1.418998653,1.382091616,0.036509025,0.000395475,2.54E-06
4570,4.50E-07,1.419328653,1.3824407,0.036489128,0.000395778,3.05E-06
4575,8.78E-07,1.419199721,1.382304912,0.03649682,0.00039566,2.33E-06
4580,1.65E-06,1.418996605,1.382090221,0.036509105,0.000395474,1.81E-06
4585,6.65E-07,1.419336748,1.382449737,0.036488618,0.000395786,2.61E-06
4590,1.28E-06,1.419237975,1.382345777,0.036494499,0.000395696,2.00E-06
4595,3.97E-07,1.419689346,1.382822178,0.036467843,0.000396111,3.21E-06
4600,1.36E-06,1.41939459,1.382511657,0.036485133,0.00039584,1.96E-06
4605,8.27E-07,1.419602948,1.382731671,0.03647285,0.000396032,2.39E-06
4610,9.80E-07,1.419646913,1.382778337,0.036470265,0.000396073,2.24E-06
4615,1.64E-06,1.419544939,1.382670914,0.036476226,0.000395979,1.82E-06
4620,8.91E-07,1.419794181,1.382933947,0.036461698,0.000396209,2.33E-06
4625,1.63E-06,1.419704694,1.38283987,0.036466868,0.000396126,1.83E-06
4630,1.39E-06,1.419816581,1.38295802,0.036460379,0.00039623,1.95E-06
4635,8.22E-07,1.420065749,1.383220764,0.036446115,0.00039646,2.41E-06
4640,8.43E-07,1.420176852,1.383338082,0.036439819,0.000396564,2.39E-06
4645,8.13E-07,1.420277801,1.383444576,0.036434143,0.000396657,2.42E-06
4650,4.14E-07,1.42062998,1.383815126,0.036414683,0.000396984,3.19E-06
4655,1.39E-06,1.420260054,1.383426346,0.036435112,0.000396641,1.96E-06
4660,4.44E-07,1.420679571,1.38386747,0.03641197,0.000397031,3.10E-06
4665,1.38E-06,1.420411843,1.383586456,0.036426638,0.000396782,1.97E-06
4670,4.72E-07,1.420815421,1.38401064,0.036404597,0.000397158,3.03E-06
4675,1.66E-06,1.420500813,1.383680419,0.036421705,0.000396865,1.82E-06
4680,9.74E-07,1.420714445,1.383905091,0.036410026,0.000397064,2.26E-06
4685,7.75E-07,1.420903323,1.384103761,0.036399837,0.00039724,2.48E-06
4690,7.45E-07,1.421027905,1.384234836,0.036393186,0.000397357,2.53E-06
4695,1.29E-06,1.420896588,1.384097153,0.036400174,0.000397234,2.03E-06
4700,1.30E-06,1.420948622,1.384151934,0.036397386,0.000397283,2.02E-06
4705,1.26E-06,1.421035204,1.38424302,0.036392772,0.000397364,2.05E-06
4710,1.59E-06,1.42104608,1.384254654,0.036392185,0.000397374,1.87E-06
4715,1.45E-06,1.421145276,1.384358931,0.03638694,0.000397467,1.94E-06
4720,1.63E-06,1.421194462,1.38441075,0.036384348,0.000397513,1.85E-06
4725,3.33E-07,1.421737402,1.384979397,0.036356473,0.000398021,3.51E-06
4730,8.25E-07,1.421667632,1.384907287,0.036359949,0.000397957,2.44E-06
4735,1.34E-06,1.421514839,1.384747298,0.036367722,0.000397814,2.01E-06
4740,1.47E-06,1.421543507,1.384777481,0.036366249,0.000397841,1.94E-06
4745,9.67E-07,1.421746395,1.384990116,0.036355957,0.000398031,2.29E-06
4750,7.22E-07,1.421958137,1.385211948,0.036345379,0.00039823,2.58E-06
4755,1.64E-06,1.421761898,1.385006842,0.036355154,0.000398046,1.86E-06
4760,1.07E-06,1.42194661,1.385200257,0.036345932,0.00039822,2.20E-06
4765,5.01E-07,1.422311872,1.385582232,0.03632808,0.000398564,3.00E-06
4770,7.89E-07,1.422306208,1.385576821,0.036328329,0.000398559,2.50E-06
4775,1.19E-06,1.422192319,1.385457913,0.036333838,0.000398452,2.12E-06
4780,3.81E-07,1.422640099,1.385925425,0.036312448,0.000398874,3.35E-06
4785,1.08E-06,1.422415092,1.38569115,0.036323077,0.000398662,2.20E-06
4790,2.78E-07,1.422925823,1.386223692,0.036299177,0.000399145,3.81E-06
4795,1.43E-06,1.422466272,1.385744973,0.036320619,0.000398711,1.97E-06
4800,1.04E-06,1.422601486,1.385886188,0.036314216,0.000398839,2.24E-06
4805,1.27E-06,1.422619654,1.38590538,0.036313351,0.000398856,2.07E-06
4810,1.18E-06,1.422715434,1.386005499,0.036308857,0.000398947,2.13E-06
4815,1.36E-06,1.42275243,1.386044308,0.036307124,0.000398982,2.02E-06
4820,1.61E-06,1.422779154,1.386072388,0.036305873,0.000399007,1.89E-06
4825,2.91E-07,1.42335133,1.386668082,0.036279944,0.00039955,3.75E-06
4830,3.30E-07,1.423682209,1.387013311,0.036265449,0.000399866,3.58E-06
4835,9.38E-07,1.4233241,1.386641132,0.036281092,0.000399525,2.35E-06
4840,1.33E-06,1.423176572,1.386487462,0.036287683,0.000399385,2.04E-06
4845,1.04E-06,1.423311217,1.38662779,0.036281661,0.000399513,2.25E-06
4850,1.14E-06,1.423367055,1.38668614,0.036279176,0.000399566,2.17E-06
4855,1.25E-06,1.423413578,1.386734755,0.036277114,0.000399611,2.10E-06
4860,1.16E-06,1.423514123,1.386839554,0.036272696,0.000399707,2.17E-06
4865,1.24E-06,1.423574054,1.386902104,0.036270076,0.000399764,2.11E-06
4870,1.12E-06,1.423682679,1.387015245,0.036265369,0.000399868,2.20E-06
4875,1.21E-06,1.423739883,1.387074927,0.036262903,0.000399922,2.13E-06
4880,5.97E-07,1.424060944,1.387408546,0.036249334,0.000400229,2.83E-06
4885,1.25E-06,1.423912867,1.387255147,0.036255528,0.000400088,2.10E-06
4890,6.62E-07,1.424188545,1.387541438,0.036244031,0.000400352,2.72E-06
4895,1.44E-06,1.424017209,1.387363901,0.036251129,0.000400188,1.99E-06
4900,4.41E-07,1.424458611,1.387821753,0.036233034,0.000400611,3.21E-06
4905,3.71E-07,1.424779592,1.388154922,0.036220298,0.00040092,3.45E-06
4910,1.65E-06,1.424232146,1.387587661,0.0362422,0.000400394,1.89E-06
4915,7.71E-07,1.424509358,1.38787516,0.036230968,0.00040066,2.57E-06
4920,1.38E-06,1.424421077,1.387783966,0.036234501,0.000400576,2.03E-06
4925,1.04E-06,1.424573179,1.387941775,0.036228404,0.000400722,2.28E-06
4930,9.81E-07,1.424686814,1.388059746,0.036223899,0.000400831,2.34E-06
4935,1.05E-06,1.424747726,1.388123059,0.0362215,0.00040089,2.28E-06
4940,1.60E-06,1.424685974,1.388059303,0.036223916,0.000400831,1.92E-06
4945,1.51E-06,1.424771552,1.388148114,0.036220554,0.000400913,1.97E-06
4950,6.39E-07,1.425120711,1.388509533,0.036207141,0.00040125,2.79E-06
4955,9.84E-07,1.425110162,1.388499054,0.036207524,0.00040124,2.34E-06
4960,1.40E-06,1.425047129,1.388434006,0.036209909,0.000401179,2.03E-06
4965,8.48E-07,1.425275532,1.38867033,0.036201311,0.0004014,2.49E-06
4970,1.03E-06,1.425313337,1.388709703,0.036199896,0.000401436,2.30E-06
4975,1.39E-06,1.42528395,1.388679517,0.03620098,0.000401408,2.05E-06
4980,5.45E-07,1.425660255,1.389068253,0.036187247,0.000401772,2.98E-06
4985,1.33E-06,1.425475866,1.388878292,0.036193896,0.000401594,2.08E-06
4990,1.30E-06,1.425534241,1.38893872,0.036191768,0.000401651,2.10E-06
4995,6.22E-07,1.425859681,1.389274726,0.036180154,0.000401966,2.84E-06
5000,6.93E-07,1.425977825,1.389397008,0.036176019,0.000402081,2.72E-06
5005,1.45E-06,1.425762632,1.389175183,0.036183556,0.000401873,2.02E-06
5010,9.82E-07,1.425939591,1.389357846,0.036177338,0.000402044,2.36E-06
5015,1.06E-06,1.426009551,1.389430243,0.036174903,0.000402112,2.29E-06
5020,1.28E-06,1.426021094,1.389442348,0.036174498,0.000402124,2.12E-06
5025,4.04E-07,1.426477481,1.389912397,0.036159127,0.000402568,3.39E-06
5030,4.71E-07,1.426678853,1.390120339,0.036152558,0.000402765,3.19E-06
5035,7.34E-07,1.426584256,1.390023307,0.036155606,0.000402673,2.67E-06
5040,9.37E-07,1.426501806,1.389938498,0.036158295,0.000402592,2.42E-06
5045,5.23E-07,1.426782094,1.390226917,0.036149246,0.000402866,3.06E-06
5050,1.49E-06,1.426474176,1.389910408,0.036159191,0.000402566,2.01E-06
5055,3.39E-07,1.426990449,1.390441022,0.036142705,0.000403069,3.65E-06
5060,1.36E-06,1.426672885,1.390115318,0.036152715,0.00040276,2.09E-06
5065,5.51E-07,1.427022078,1.390474267,0.036141703,0.000403101,3.01E-06
5070,1.15E-06,1.426883547,1.390332336,0.036146007,0.000402966,2.24E-06
5075,3.26E-07,1.427371045,1.390832755,0.036131125,0.000403443,3.72E-06
5080,1.22E-06,1.427042561,1.390496207,0.036141043,0.000403122,2.19E-06
5085,7.28E-07,1.427258293,1.390717793,0.036134471,0.000403333,2.70E-06
5090,1.17E-06,1.427183494,1.390641282,0.036136722,0.00040326,2.23E-06
5095,1.23E-06,1.427225485,1.390684549,0.036135447,0.000403301,2.19E-06
5100,9.44E-07,1.427388807,1.390852354,0.036130558,0.000403462,2.43E-06
5105,1.20E-06,1.427396693,1.390860698,0.036130318,0.00040347,2.21E-06
5110,1.47E-06,1.427404416,1.390868815,0.036130084,0.000403477,2.04E-06
5115,1.37E-06,1.427496902,1.390963878,0.03612736,0.000403568,2.10E-06
5120,9.19E-07,1.42770634,1.391178787,0.036121313,0.000403774,2.47E-06
5125,1.18E-06,1.427720643,1.391193727,0.036120898,0.000403789,2.23E-06
